,year,artists,duration_ms,name,popularity
13009,1987,"[""Guns N' Roses""]",405600,Paradise City,72
13010,1987,['Fleetwood Mac'],226653,Everywhere - 2017 Remaster,79
13012,1987,['Def Leppard'],267307,Pour Some Sugar On Me - Remastered 2017,74
13015,1987,['U2'],277477,I Still Haven't Found What I'm Looking For,79
13017,1987,['Michael Jackson'],257760,Smooth Criminal - 2012 Remaster,76
13019,1987,['George Michael'],193200,Faith - Remastered,75
13020,1987,['Mötley Crüe'],270427,"Girls, Girls, Girls",70
13021,1987,['Fleetwood Mac'],221053,Little Lies - 2017 Remaster,74
13022,1987,['Starship'],270333,Nothing's Gonna Stop Us Now,76
13023,1987,['Aerosmith'],265773,Dude (Looks Like A Lady),71
13026,1987,['U2'],295516,With Or Without You - Remastered,79
13028,1987,['Michael Jackson'],298120,The Way You Make Me Feel - 2012 Remaster,73
13029,1987,['Heart'],218733,Alone,74
13032,1987,['Tiffany'],228840,I Think We're Alone Now,71
13033,1987,['Luis Miguel'],191973,Ahora Te Puedes Marchar,78
13036,1987,['Michael Jackson'],247360,Bad - 2012 Remaster,70
13040,1987,['George Harrison'],234653,Got My Mind Set On You - Remastered 2004,71
13087,1987,['Sting'],267267,Englishman In New York,72
13206,1988,['Fleetwood Mac'],264907,Gypsy,74
13207,1988,['Tracy Chapman'],296800,Fast Car,78
13208,1988,['Pixies'],236973,Where Is My Mind?,77
13210,1988,['Poison'],260173,Every Rose Has Its Thorn - Remastered 2003,72
13211,1988,['Fleetwood Mac'],254453,Dreams,74
13212,1988,['Fleetwood Mac'],252773,Rhiannon,71
13214,1988,['N.W.A.'],258688,Straight Outta Compton,70
13215,1988,['N.W.A.'],345717,Fuck Tha Police,70
13217,1988,"['The Pogues', 'Kirsty MacColl']",272467,Fairytale of New York (feat. Kirsty MacColl),73
13219,1988,['Danzig'],204867,Mother,70
13225,1988,['Tracy Chapman'],193120,Baby Can I Hold You,77
13226,1988,['Fine Young Cannibals'],215773,She Drives Me Crazy,72
13227,1988,['The Proclaimers'],219467,I'm Gonna Be (500 Miles),71
13232,1988,['Luis Miguel'],257027,La Incondicional,76
13233,1988,['Ana Gabriel'],227600,Simplemente Amigos,72
13266,1988,['Luis Miguel'],237240,Culpable O No - Miénteme Como Siempre,74
13284,1988,['Los Fabulosos Cadillacs'],279987,Vasos Vacíos - Remasterizado 2008,73
13406,1989,['Tom Petty'],256000,Free Fallin',78
13407,1989,['Mötley Crüe'],282920,Kickstart My Heart,76
13408,1989,['Tom Petty'],178360,I Won't Back Down,73
13409,1989,['Allman Brothers Band'],288507,Ramblin' Man,71
13410,1989,['Billy Joel'],287733,We Didn't Start the Fire,75
13412,1989,"[""The B-52's""]",321573,Love Shack,70
13413,1989,['Faith No More'],293653,Epic,70
13415,1989,['Cher'],239827,If I Could Turn Back Time,72
13416,1989,['Richard Marx'],264333,Right Here Waiting,76
13420,1989,['Alice Cooper'],270080,Poison,73
13432,1989,['Alannah Myles'],287440,Black Velvet,71
13439,1989,['Phil Collins'],322133,Another Day in Paradise - 2016 Remaster,74
13440,1989,['Michael Bolton'],255667,How Am I Supposed to Live Without You,70
13448,1989,['Elton John'],304133,Sacrifice,73
13450,1989,['Simply Red'],204000,If You Don't Know Me by Now - 2008 Remaster,72
13606,1990,['AC/DC'],292880,Thunderstruck,83
13607,1990,"['Mykola Dmytrovych Leontovych', 'John Williams']",85267,Carol of the Bells,73
13608,1990,['Alice In Chains'],285200,Man in the Box,73
13610,1990,['Donny Hathaway'],231173,This Christmas,70
13611,1990,['A Tribe Called Quest'],251573,Can I Kick It?,71
13615,1990,['Pantera'],243533,Cowboys from Hell,71
13616,1990,['MC Hammer'],257360,U Can't Touch This,73
13617,1990,"[""Sinéad O'Connor""]",280040,Nothing Compares 2 U,75
13619,1990,['Roxette'],258787,"It Must Have Been Love - From the Film ""Pretty Woman""",76
13621,1990,['Scorpions'],312360,Wind Of Change,78
13631,1990,['Juan Gabriel'],239427,Abrázame Muy Fuerte,73
13641,1990,['Maná'],250107,Rayando El Sol,70
13697,1990,['Scorpions'],273333,Send Me An Angel,70
13710,1990,['Luis Miguel'],272827,Tengo Todo Excepto a Ti,70
13806,1991,['Nirvana'],301920,Smells Like Teen Spirit,75
13807,1991,['Metallica'],331573,Enter Sandman,74
13808,1991,['Red Hot Chili Peppers'],264307,Under the Bridge,81
13809,1991,['Nirvana'],218920,Come As You Are,72
13811,1991,['Pearl Jam'],292581,Even Flow,75
13812,1991,['R.E.M.'],268427,Losing My Religion,82
13813,1991,"[""Guns N' Roses""]",536067,November Rain,80
13815,1991,['Pearl Jam'],340907,Alive,76
13817,1991,"[""Guns N' Roses""]",336000,Knockin' On Heaven's Door,77
13819,1991,['Pearl Jam'],318227,Jeremy,73
13822,1991,['Red Hot Chili Peppers'],282907,Give It Away,73
13823,1991,['Pearl Jam'],342653,Black,74
13825,1991,['Tom Petty and the Heartbreakers'],242107,Learning To Fly,71
13830,1991,['Pearl Jam'],303587,Yellow Ledbetter,70
13833,1991,['Boyz II Men'],351467,End Of The Road,71
13836,1991,['Spin Doctors'],256733,Two Princes,71
13840,1991,['U2'],276187,One,76
13845,1991,['Mr. Big'],210480,To Be With You - 2010 Remastered Version,72
13846,1991,['Marc Cohn'],252613,Walking in Memphis,71
13850,1991,"[""Guns N' Roses""]",283733,Don't Cry (Original),75
13859,1991,"[""Shakin' Stevens""]",220160,Merry Christmas Everyone,73
13860,1991,['Tina Turner'],253593,The Best - Edit,71
13873,1991,['Paul Young'],267000,Every Time You Go Away - Radio Edit,71
13875,1991,['R.E.M.'],225787,Shiny Happy People,72
13879,1991,['Lenny Kravitz'],242640,It Ain't Over 'Til It's Over,70
13974,1991,['Crowded House'],224467,Weather With You,70
14006,1992,['Bobby Helms'],130973,Jingle Bell Rock,83
14007,1992,['Ice Cube'],260000,It Was A Good Day,76
14008,1992,['Rage Against The Machine'],313573,Killing In The Name,79
14009,1992,['Blind Melon'],217107,No Rain,74
14010,1992,['4 Non Blondes'],295533,What's Up?,79
14013,1992,['Pantera'],315120,Walk,73
14015,1992,"['Dr. Dre', 'Snoop Dogg']",238467,"Nuthin' But A ""G"" Thang",73
14016,1992,['Alice In Chains'],206773,Would?,71
14017,1992,['Whitney Houston'],271093,I Will Always Love You,77
14018,1992,['Neil Young'],303213,Harvest Moon,72
14023,1992,['Whitney Houston'],289160,I Have Nothing,74
14025,1992,['Megadeth'],246733,Symphony Of Destruction,71
14029,1992,['Maná'],263306,Oye Mi Amor,71
14030,1992,['Soul Asylum'],265867,Runaway Train,70
14031,1992,['Nat King Cole'],155307,L-O-V-E,70
14034,1992,['Annie Lennox'],253296,Walking on Broken Glass,70
14040,1992,['R.E.M.'],320267,Everybody Hurts,75
14051,1992,['Eric Clapton'],280000,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",72
14055,1992,['Eric Clapton'],289027,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",70
14075,1992,['Bon Jovi'],394400,Bed Of Roses,73
14206,1993,['Radiohead'],238640,Creep,82
14207,1993,['Counting Crows'],272293,Mr. Jones,77
14208,1993,['Nirvana'],281160,Heart-Shaped Box,75
14209,1993,"['Snoop Dogg', 'Daz Dillinger']",211493,Gin N Juice (feat. Dat Nigga Daz),73
14210,1993,['Wu-Tang Clan'],252187,C.R.E.A.M.,73
14211,1993,['Mazzy Star'],295600,Fade Into You,72
14213,1993,['The Cranberries'],274707,Linger,76
14214,1993,['Ice Cube'],232773,You Know How We Do It - Remastered,73
14215,1993,['2Pac'],262507,Keep Ya Head Up,71
14216,1993,['The Cranberries'],271560,Dreams,73
14219,1993,"[""Israel Kamakawiwo'ole""]",308027,Somewhere Over The Rainbow_What A Wonderful World,70
14224,1993,['Snoop Dogg'],246320,Who Am I (What's My Name)?,70
14225,1993,['Cypress Hill'],208267,Insane in the Brain,71
14226,1993,['Tina Turner'],226880,What's Love Got to Do with It,75
14231,1993,['Lenny Kravitz'],211933,Are You Gonna Go My Way,73
14236,1993,['Ace of Base'],191240,The Sign,70
14240,1993,['Aerosmith'],308333,Cryin',72
14243,1993,['Aerosmith'],316693,Crazy,74
14245,1993,['Mariah Carey'],257733,Hero,72
14257,1993,['Duran Duran'],340200,Ordinary World,73
14264,1993,['Ace of Base'],211213,All That She Wants,72
14271,1993,['Sting'],222120,Fields Of Gold,71
14279,1993,['Mariah Carey'],213667,Without You,70
14295,1993,['Luis Miguel'],281000,Hasta Que Me Olvides,74
14302,1993,['Sting'],279227,Shape Of My Heart,73
14321,1993,['Haddaway'],270373,"What Is Love - 7"" Mix",72
14406,1994,['Mariah Carey'],241107,All I Want for Christmas Is You,88
14407,1994,"['Frank Sinatra', 'B. Swanson Quartet']",155453,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),80
14408,1994,['Mariah Carey'],153240,Christmas (Baby Please Come Home),77
14409,1994,['Weezer'],258827,Say It Ain't So,74
14410,1994,['The Cranberries'],306427,Zombie,81
14411,1994,['Green Day'],181533,Basket Case,79
14412,1994,['Soundgarden'],318587,Black Hole Sun,76
14413,1994,['David Lee Murphy'],224667,Dust On The Bottle,70
14414,1994,['The Notorious B.I.G.'],302693,Juicy - 2005 Remaster,76
14415,1994,['The Notorious B.I.G.'],252747,Big Poppa - 2005 Remaster,76
14416,1994,['Tom Petty'],190320,Wildflowers,71
14417,1994,"['Warren G', 'Nate Dogg']",248867,Regulate,74
14418,1994,['Green Day'],178000,When I Come Around,74
14419,1994,['Beck'],235000,Loser,70
14420,1994,['Weezer'],159227,Buddy Holly,72
14421,1994,['Stone Temple Pilots'],194853,Interstate Love Song - 2019 Remaster,72
14422,1994,['Beastie Boys'],178440,Sabotage,72
14423,1994,['House Of Pain'],214947,Jump Around,74
14424,1994,['Hootie & The Blowfish'],229587,Only Wanna Be with You,70
14425,1994,['TLC'],279507,Waterfalls,72
14433,1994,['Nirvana'],261093,The Man Who Sold The World,74
14434,1994,['Alice In Chains'],259200,Nutshell,70
14437,1994,['Jeff Buckley'],413827,Hallelujah,73
14444,1994,"['Ice Cube', 'Das EFX']",273107,Check Yo Self - Remix,70
14448,1994,['Selena'],172627,Amor Prohibido,70
14460,1994,['Seal'],288427,Kiss from a Rose,73
14465,1994,['Los Enanitos Verdes'],222227,Lamento Boliviano,75
14476,1994,"['Pretenders', 'Bob Clearmountain']",240760,I'll Stand by You,72
14494,1994,['Bon Jovi'],353027,Always,76
14514,1994,['Luis Miguel'],161040,La Media Vuelta,72
14525,1994,['Caifanes'],288600,Afuera,70
14550,1994,['The Cranberries'],270707,Ode To My Family,70
14606,1995,['Oasis'],258907,Wonderwall,79
14607,1995,"['Coolio', 'L.V.']",240693,Gangsta's Paradise,82
14608,1995,['The Smashing Pumpkins'],266200,1979 - Remastered 2012,76
14610,1995,['Mariah Carey'],258133,Always Be My Baby,73
14611,1995,['Green Day'],193000,Brain Stew,70
14612,1995,"['Luniz', 'Michael Marshall']",253533,I Got 5 On It,73
14613,1995,['The Smashing Pumpkins'],258467,Bullet With Butterfly Wings - Remastered 2012,72
14616,1995,['Mobb Deep'],325507,"Shook Ones, Pt. II",75
14619,1995,['2Pac'],280000,Dear Mama,72
14620,1995,['Mariah Carey'],243493,Fantasy,70
14630,1995,['Radiohead'],257480,High And Dry,72
14632,1995,['Supergrass'],180880,Alright,72
14636,1995,['Oasis'],287827,Don't Look Back In Anger,73
14651,1995,['Bobby Pulido'],221227,Desvelado,71
14664,1995,['Michael Jackson'],284160,They Don't Care About Us,71
14667,1995,['Los Acosta'],226280,Como Una Novela,70
14679,1995,['Alanis Morissette'],230000,Ironic - 2015 Remaster,70
14699,1995,['Bruce Springsteen'],195080,Streets of Philadelphia - Single Edit,73
14702,1995,['Fools Garden'],191027,Lemon Tree,78
14739,1995,"['Nightcrawlers', 'MK']",243160,Push The Feeling On - Mk Dub Revisited Edit,72
14802,1995,['Take That'],242267,Back for Good - Radio Mix,71
14806,1996,['Sublime'],182747,Santeria,75
14807,1996,['2Pac'],278387,Ambitionz Az A Ridah,78
14808,1996,['Sublime'],170907,What I Got,72
14809,1996,['Fugees'],298773,Killing Me Softly With His Song,79
14810,1996,['Rage Against The Machine'],229467,Bulls On Parade,74
14811,1996,['Spice Girls'],173027,Wannabe,79
14812,1996,['Mark Morrison'],213093,Return of the Mack,73
14813,1996,"['Blackstreet', 'Dr. Dre', 'Queen Pen']",304600,No Diggity,76
14814,1996,"['2Pac', 'Big Syke']",307773,All Eyez On Me (ft. Big Syke),77
14816,1996,['Matchbox Twenty'],238667,Push,71
14817,1996,['Matchbox Twenty'],225947,3AM,71
14818,1996,['The Wallflowers'],312627,One Headlight,71
14819,1996,['Marilyn Manson'],218827,The Beautiful People,72
14820,1996,['Grupo Mojado'],177040,Piensa En Mí,71
14823,1996,['Men At Work'],220867,Down Under,74
14825,1996,['Rusted Root'],263333,Send Me on My Way,73
14828,1996,['Céline Dion'],273667,"Because You Loved Me (Theme from ""Up Close and Personal"")",75
14838,1996,['Joan Sebastian'],211255,Tatuajes,72
14839,1996,['Fugees'],226987,Ready or Not,71
14850,1996,['Los Ángeles Azules'],267827,Cómo Te Voy A Olvidar,70
14862,1996,['Chaka Khan'],280853,Ain't Nobody,70
14864,1996,['The Cardigans'],193953,Lovefool,71
14919,1996,['Rod Stewart'],281200,All for Love,70
15006,1997,['Third Eye Blind'],268360,Semi-Charmed Life,75
15007,1997,['Foo Fighters'],250547,Everlong,78
15008,1997,['John Denver'],197813,"Take Me Home, Country Roads",77
15009,1997,['The Notorious B.I.G.'],229827,Hypnotize - 2014 Remaster,77
15010,1997,['Green Day'],153467,Good Riddance (Time of Your Life),75
15011,1997,['The Verve'],357267,Bitter Sweet Symphony,79
15012,1997,"['The Notorious B.I.G.', 'Mase', 'Diddy']",257400,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,73
15013,1997,['Edwin McCain'],266533,I'll Be,71
15014,1997,['Kenny Loggins'],215133,"Danger Zone - From ""Top Gun"" Original Soundtrack",72
15016,1997,['Shania Twain'],234493,Man! I Feel Like A Woman!,72
15017,1997,['Kenny Loggins'],220707,Footloose,71
15018,1997,['Sixpence None The Richer'],208680,Kiss Me,76
15023,1997,['Blur'],121160,Song 2 - 2012 Remaster,76
15025,1997,['K-Ci & JoJo'],331240,All My Life,70
15027,1997,['Shania Twain'],212200,You're Still The One,75
15028,1997,['Foo Fighters'],260027,My Hero,70
15029,1997,['Radiohead'],264067,Karma Police,75
15032,1997,['Eric Carmen'],251067,"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",75
15035,1997,['Céline Dion'],280000,"My Heart Will Go On - Love Theme from ""Titanic""",75
15037,1997,['Will Smith'],227933,Gettin' Jiggy Wit It,71
15038,1997,['Savage Garden'],277267,Truly Madly Deeply,74
15040,1997,['2Pac'],281600,Do For Love,71
15049,1997,['Grupo Cañaveral De Humberto Pabón'],237960,Tiene Espinas El Rosal,70
15053,1997,['Radiohead'],229120,No Surprises,72
15057,1997,['Rayito Colombiano'],211813,Muchachita Consentida,70
15062,1997,['Daft Punk'],429533,Around the World,71
15072,1997,['Maná'],310813,Clavado En Un Bar,72
15084,1997,['Maná'],352160,En El Muelle De San Blas,72
15090,1997,['Alejandro Sanz'],343413,Corazón partío,75
15099,1997,['ChiChi Peralta'],271031,Procura,76
15106,1997,['Natalie Imbruglia'],244667,Torn,73
15169,1997,['Alejandro Sanz'],290973,Amiga mía,71
15206,1998,['The Goo Goo Dolls'],289533,Iris,78
15207,1998,['Rob Zombie'],222827,Dragula,72
15209,1998,['George Michael'],300107,Careless Whisper,77
15210,1998,['Korn'],255733,Freak On a Leash,74
15213,1998,['The Offspring'],180160,The Kids Aren't Alright,77
15214,1998,['Ms. Lauryn Hill'],320267,Doo Wop (That Thing),73
15215,1998,['Barenaked Ladies'],169760,One Week,70
15219,1998,['The Goo Goo Dolls'],212067,Slide,70
15221,1998,['New Radicals'],300773,You Get What You Give,74
15233,1998,['Vengaboys'],202571,"Boom, Boom, Boom, Boom!!",76
15235,1998,['Burl Ives'],133093,A Holly Jolly Christmas - Single Version,71
15236,1998,['Cher'],239027,Believe,76
15238,1998,['System Of A Down'],153800,Sugar,70
15241,1998,['The Offspring'],188667,Pretty Fly (For A White Guy),73
15246,1998,['Aerosmith'],298760,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",76
15251,1998,['The Offspring'],172467,Why Don't You Get A Job,71
15252,1998,['Aerosmith'],299760,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",75
15264,1998,['Lenny Kravitz'],221333,Fly Away,70
15298,1998,['Massive Attack'],330773,Teardrop,70
15375,1998,['Shakira'],192867,Inevitable,70
15406,1999,['TLC'],214400,No Scrubs,79
15407,1999,['blink-182'],167067,All The Small Things,79
15408,1999,"['Perry Como', 'The Fontane Sisters', 'Mitchell Ayres & His Orchestra']",155933,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),76
15409,1999,"['Dr. Dre', 'Snoop Dogg']",270587,Still D.R.E.,80
15410,1999,['Red Hot Chili Peppers'],329733,Californication,81
15411,1999,['Smash Mouth'],200373,All Star,79
15412,1999,"[""Destiny's Child""]",271333,Say My Name,77
15413,1999,['Lit'],169027,My Own Worst Enemy,72
15414,1999,['Backstreet Boys'],213307,I Want It That Way,79
15415,1999,"['Dr. Dre', 'Eminem']",222293,Forgot About Dre,75
15416,1999,['blink-182'],148360,What's My Age Again?,75
15417,1999,['Incubus'],232453,Drive,75
15418,1999,['Red Hot Chili Peppers'],215907,Scar Tissue,77
15419,1999,['Red Hot Chili Peppers'],255373,Otherside,78
15420,1999,"['Dr. Dre', 'Snoop Dogg']",161507,The Next Episode,76
15421,1999,['Britney Spears'],211067,...Baby One More Time,77
15422,1999,['Limp Bizkit'],166707,Break Stuff,73
15423,1999,['Tal Bachman'],224693,She's so High,72
15424,1999,['Ginuwine'],251733,Pony,71
15425,1999,['Foo Fighters'],235293,Learn to Fly,75
15427,1999,"[""Destiny's Child""]",230200,"Jumpin', Jumpin'",70
15430,1999,['Lou Bega'],220293,Mambo No. 5 (a Little Bit of...),76
15431,1999,['Korn'],270920,Falling Away from Me,71
15432,1999,['Kool & The Gang'],212907,Get Down On It,73
15433,1999,['Eminem'],268400,My Name Is,71
15434,1999,['Rage Against The Machine'],206200,Guerrilla Radio,70
15435,1999,['blink-182'],249627,Adam's Song,70
15439,1999,['Christina Aguilera'],217573,Genie In a Bottle,72
15441,1999,['Crazy Town'],216733,Butterfly,72
15443,1999,['DMX'],268867,Party Up,70
15446,1999,['Macy Gray'],239440,I Try,72
15451,1999,['Brian McKnight'],263667,Back At One,71
15453,1999,['Ricky Martin'],243160,Livin' la Vida Loca,73
15459,1999,['Stevie Wonder'],262240,I Just Called To Say I Love You,75
15460,1999,"['Dr. Dre', 'Eminem', 'Xzibit']",244200,What's The Difference,71
15463,1999,['Pearl Jam'],195467,Last Kiss,71
15472,1999,['Jennifer Lopez'],239400,Let's Get Loud,70
15493,1999,['Savage Garden'],250360,I Knew I Loved You,70
15497,1999,['Bloodhound Gang'],260507,The Bad Touch,71
15501,1999,['Berlin'],255733,"Take My Breath Away - Love Theme from ""Top Gun""",71
15506,1999,['Intocable'],267333,Fuerte No Soy,71
15582,1999,['Dido'],218360,Thank You,70
15605,1999,['Panteon Rococo'],255507,La Dosis Perfecta,71
